"","wine_type","fixed_acidity","volatile_acidity","citric.acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","fit.cluster"
"2825",1,7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,6,9
"2826",1,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6,2
"2827",1,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6,10
"2828",1,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7,9
"2829",1,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7,9
"2830",1,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,5,2
"2831",1,6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,5,9
"2832",1,6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,5,2
"2833",1,6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,6,6
"2834",1,7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,7,4
"2835",1,6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,6,4
"2836",1,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6,2
"2837",1,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6,10
"2838",1,7.3,0.26,0.3,9.3,0.05,35,154,0.99581,3.21,0.5,10.4,6,1
"2839",1,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7,6
"2840",1,5.8,0.22,0.29,0.9,0.034,34,89,0.98936,3.14,0.36,11.1,7,3
"2841",1,6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,6,3
"2842",1,5.5,0.375,0.38,1.7,0.036,17,98,0.99142,3.29,0.39,10.5,6,3
"2843",1,5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,6,3
"2844",1,5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,6,3
"2845",1,8,0.22,0.31,5.6,0.049,24,97,0.993,3.1,0.42,10.9,5,3
"2846",1,6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,7,3
"2847",1,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7,6
"2848",1,5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,5,3
"2849",1,6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,5,9
"2850",1,7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5,5,10
"2851",1,6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,5,9
"2852",1,7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,5,3
"2853",1,7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9,5,1
"2854",1,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6,3
"2855",1,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,3
"2856",1,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,1
"2857",1,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7,1
"2858",1,6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6,8,3
"2859",1,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,1
"2860",1,6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,6,4
"2861",1,7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6,9
"2862",1,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,3
"2863",1,5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,6,3
"2864",1,6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3,6,6
"2865",1,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6,3
"2866",1,5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6,4
"2867",1,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7,1
"2868",1,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7,4
"2869",1,6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,5,4
"2870",1,6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,6,4
"2871",1,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7,4
"2872",1,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,3
"2873",1,4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12,7,9
"2874",1,5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,8,3
"2875",1,5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,7,9
"2876",1,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,3
"2877",1,6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,5,9
"2878",1,6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5,9
"2879",1,5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,6,1
"2880",1,5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,6,3
"2881",1,7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,5,6
"2882",1,7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8,7,3
"2883",1,7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,5,4
"2884",1,6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7,6
"2885",1,7,0.28,0.32,7.75,0.032,30,114,0.99158,3.12,0.64,12.8,7,4
"2886",1,6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6,3
"2887",1,6.6,0.41,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5,5,3
"2888",1,6.4,0.2,0.28,2.5,0.032,24,84,0.99168,3.31,0.55,11.5,5,3
"2889",1,8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,4,7
"2890",1,8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,6,1
"2891",1,5.2,0.285,0.29,5.15,0.035,64,138,0.9895,3.19,0.34,12.4,8,9
"2892",1,6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,6,1
"2893",1,6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,8
"2894",1,6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,7,9
"2895",1,6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7,7,6
"2896",1,6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,5,2
"2897",1,7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,5,8
"2898",1,6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,8
"2899",1,8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,5,6
"2900",1,6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9,5,9
"2901",1,6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,6,3
"2902",1,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,3
"2903",1,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,2
"2904",1,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,6
"2905",1,6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8,7,4
"2906",1,7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,5,2
"2907",1,6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5,10
"2908",1,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,6
"2909",1,6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,6,6
"2910",1,6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,6,6
"2911",1,6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,5,9
"2912",1,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,2
"2913",1,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,3
"2914",1,7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,5,10
"2915",1,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,6
"2916",1,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,6
"2917",1,6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,6,9
"2918",1,7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,7,4
"2919",1,5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6,6
"2920",1,6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,5,4
"2921",1,7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,4,3
"2922",1,6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,6,10
"2923",1,6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,8,1
"2924",1,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,1
"2925",1,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,4
"2926",1,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,10
"2927",1,5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,6
"2928",1,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,1
"2929",1,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,1
"2930",1,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,4
"2931",1,5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,8,9
"2932",1,5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,6
"2933",1,6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6,10
"2934",1,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,1
"2935",1,5.3,0.21,0.29,0.7,0.028,11,66,0.99215,3.3,0.4,9.8,5,6
"2936",1,7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,4,3
"2937",1,5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,5,6
"2938",1,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,10
"2939",1,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,3
"2940",1,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,3
"2941",1,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,1
"2942",1,7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,5,4
"2943",1,6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,5,2
"2944",1,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,3
"2945",1,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,1
"2946",1,4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,8,1
"2947",1,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,4
"2948",1,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,4
"2949",1,6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6,10
"2950",1,6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,6,1
"2951",1,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,3
"2952",1,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5,3
"2953",1,6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,5,3
"2954",1,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,3
"2955",1,6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,7,6
"2956",1,7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,5,4
"2957",1,8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,6,3
"2958",1,6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,6,3
"2959",1,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5,3
"2960",1,7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2,7,3
"2961",1,7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7,4
"2962",1,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,6,4
"2963",1,6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,5,3
"2964",1,7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,7,4
"2965",1,5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,5,1
"2966",1,5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,8,4
"2967",1,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,4
"2968",1,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,4
"2969",1,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5,9
"2970",1,6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,6,6
"2971",1,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5,9
"2972",1,7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,5,4
"2973",1,6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,6,1
"2974",1,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,4
"2975",1,7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,6,4
"2976",1,8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,6,9
"2977",1,6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,6,4
"2978",1,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,1
"2979",1,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,1
"2980",1,6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7,4
"2981",1,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7,4
"2982",1,8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7,3
"2983",1,7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,6,10
"2984",1,6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,6,10
"2985",1,6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,6,7
"2986",1,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,4
"2987",1,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,4
"2988",1,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,4
"2989",1,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7,3
"2990",1,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,10
"2991",1,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,10
"2992",1,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7,9
"2993",1,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,1
"2994",1,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,4
"2995",1,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,4
"2996",1,6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,6,4
"2997",1,6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,8,4
"2998",1,6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6,2
"2999",1,6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,7,4
"3000",1,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,4
"3001",1,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,4
"3002",1,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,1
"3003",1,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7,9
"3004",1,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7,3
"3005",1,6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,6,4
"3006",1,6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,6,9
"3007",1,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,10
"3008",1,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,10
"3009",1,5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,7,9
"3010",1,6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,6,8
"3011",1,6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,5,10
"3012",1,6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,6,4
"3013",1,6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,6,3
"3014",1,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,4
"3015",1,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,6
"3016",1,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,3
"3017",1,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,4
"3018",1,5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6,9
"3019",1,6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,8,4
"3020",1,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,3
"3021",1,8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6,5
"3022",1,6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,4,3
"3023",1,8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,5,1
"3024",1,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,6
"3025",1,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,4
"3026",1,5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,7,9
"3027",1,8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,6,4
"3028",1,7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,5,9
"3029",1,7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,6,1
"3030",1,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,1
"3031",1,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,1
"3032",1,5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,6,4
"3033",1,6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,5,3
"3034",1,6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,6,10
"3035",1,6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,6,2
"3036",1,6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,7,3
"3037",1,6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,5,2
"3038",1,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6,9
"3039",1,6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,6,4
"3040",1,6.3,0.27,0.29,12.2,0.044,59,196,0.99782,3.14,0.4,8.8,6,10
"3041",1,6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,5,9
"3042",1,6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4,6,9
"3043",1,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6,9
"3044",1,7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6,4
"3045",1,6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,6,1
"3046",1,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,6,3
"3047",1,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,6,4
"3048",1,7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9,5,2
"3049",1,7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,6,1
"3050",1,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5,10
"3051",1,6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,4,8
"3052",1,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5,10
"3053",1,5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,7,9
"3054",1,7.6,0.17,0.36,4.5,0.042,26,102,0.99427,3.09,0.47,9.5,5,3
"3055",1,5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,6,6
"3056",1,6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,6,4
"3057",1,6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4,5,5
"3058",1,7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,5,4
"3059",1,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,10
"3060",1,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,6
"3061",1,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,10
"3062",1,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,10
"3063",1,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,4
"3064",1,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,10
"3065",1,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,5,10
"3066",1,7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,6,4
"3067",1,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,5,10
"3068",1,7.3,0.28,0.42,1.2,0.033,29,142,0.99205,3.17,0.43,10.7,4,1
"3069",1,6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,6,4
"3070",1,7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,8,6
"3071",1,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,4
"3072",1,6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,7,6
"3073",1,7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,6,9
"3074",1,6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,5,4
"3075",1,6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,5,1
"3076",1,6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,7,3
"3077",1,6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,5,4
"3078",1,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,10
"3079",1,7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1,5,3
"3080",1,6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12,5,4
"3081",1,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,6
"3082",1,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,10
"3083",1,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6,3
"3084",1,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,3
"3085",1,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,6
"3086",1,8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,6,3
"3087",1,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,3
"3088",1,6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,3,10
"3089",1,6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,6,6
"3090",1,6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12,7,3
"3091",1,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,6
"3092",1,6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,6,10
"3093",1,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6,1
"3094",1,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7,4
"3095",1,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,7
"3096",1,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,7
"3097",1,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,7,3
"3098",1,6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,5,1
"3099",1,5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,7,1
"3100",1,6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,7,4
"3101",1,6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,7,4
